Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEA.SG01NAC16P10A21,2009.03,210,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2010.03,221,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2011.03,216,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2012.03,216,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2013.03,220,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2014.03,216,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2015.03,193,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2016.03,218,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2017.03,218,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2018.03,224,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2019.03,232,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A21,2020.03,222,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Agricultural Services,,,
SNEA.SG01NAC16P10A22,2007.03,519,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2008.03,512,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2009.03,497,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2010.03,442,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2011.03,425,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2012.03,455,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2013.03,416,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2014.03,412,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2015.03,411,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2016.03,418,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2017.03,394,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2018.03,473,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2019.03,481,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A22,2020.03,434,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Other Products N.E.C.,,,
SNEA.SG01NAC16P10A23,2007.03,-96,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2008.03,-138,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2009.03,-244,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2010.03,-11,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2011.03,-58,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2012.03,59,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2013.03,-85,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2014.03,-120,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2015.03,-33,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2016.03,-169,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2017.03,-22,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2018.03,34,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2019.03,-113,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A23,2020.03,-55,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Sheep,,,
SNEA.SG01NAC16P10A24,2007.03,45,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2008.03,300,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2009.03,187,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2010.03,41,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2011.03,120,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2012.03,127,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2013.03,-82,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2014.03,184,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2015.03,-165,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2016.03,141,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2017.03,168,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2018.03,39,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2019.03,-21,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A24,2020.03,-70,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Livestock - Cattle,,,
SNEA.SG01NAC16P10A28,2007.03,44,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2008.03,33,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2009.03,56,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2010.03,49,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2011.03,33,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2012.03,26,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2013.03,25,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2014.03,21,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2015.03,17,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2016.03,23,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2017.03,17,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2018.03,-14,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2019.03,0,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A28,2020.03,7,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Value of Change in Stocks - Timber,,,
SNEA.SG01NAC16P10A29,2007.03,-55,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2008.03,-41,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2009.03,-35,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2010.03,-9,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2011.03,-7,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2012.03,-12,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2013.03,-8,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2014.03,-15,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2015.03,-19,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2016.03,-20,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2017.03,5,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2018.03,13,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2019.03,-14,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A29,2020.03,11,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,"Value of Change in Livestock - Pigs, Deer and Goat",,,
SNEA.SG01NAC16P10A30,2007.03,736,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2008.03,737,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2009.03,738,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2010.03,766,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2011.03,848,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2012.03,871,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2013.03,866,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2014.03,760,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2015.03,953,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2016.03,810,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2017.03,1052,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2018.03,1010,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2019.03,1007,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A30,2020.03,1075,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Sale of Live Animals,,,
SNEA.SG01NAC16P10A31,2007.03,275,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2008.03,339,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2009.03,390,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2010.03,361,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2011.03,418,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2012.03,427,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2013.03,447,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2014.03,428,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2015.03,563,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2016.03,470,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2017.03,460,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2018.03,459,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2019.03,442,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A31,2020.03,623,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Non-Farm Income,,,
SNEA.SG01NAC16P10A99,2007.03,14816,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2008.03,19509,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2009.03,17778,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2010.03,19575,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2011.03,22082,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2012.03,22973,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2013.03,21752,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2014.03,26606,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2015.03,22244,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2016.03,21240,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2017.03,24990,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2018.03,27398,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2019.03,28429,REVISED,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P10A99,2020.03,30370,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Output,Total,,,
SNEA.SG01NAC16P20A01,2007.03,715,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2008.03,696,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2009.03,705,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2010.03,732,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2011.03,809,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2012.03,832,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2013.03,776,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2014.03,727,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2015.03,803,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2016.03,757,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2017.03,986,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
SNEA.SG01NAC16P20A01,2018.03,963,FINAL,Dollar,6,National Accounts - SNA 2008 - SNE,"Series, GDP(P), Nominal, Actual, Agricultural commodity type",Intermediate Consumption,Purchase of Livestock,,,
